id,publication_year
https://openalex.org/W1000031472,1995
https://openalex.org/W1000031492,2012
https://openalex.org/W100003151,2003
https://openalex.org/W100003153,2012
https://openalex.org/W1000031585,2010
https://openalex.org/W100003161,2000
https://openalex.org/W1000031635,1993
https://openalex.org/W1000031639,2010
https://openalex.org/W1000031670,1996
https://openalex.org/W1000031673,2004
https://openalex.org/W1000031765,2009
https://openalex.org/W1000031767,1994
https://openalex.org/W1000031793,2006
https://openalex.org/W1000031813,2008
https://openalex.org/W1000031827,2014
https://openalex.org/W1000031860,1992
https://openalex.org/W1000031940,2001
https://openalex.org/W1000031946,1992
https://openalex.org/W1000032038,1990
https://openalex.org/W1000032082,2013
https://openalex.org/W1000032089,1953
https://openalex.org/W10000321,2011
https://openalex.org/W100003215,2013
https://openalex.org/W1000032188,2012
https://openalex.org/W1000032223,2008
https://openalex.org/W1000032232,2004
https://openalex.org/W1000032252,2001
https://openalex.org/W1000032293,2011
https://openalex.org/W1000032302,2000
https://openalex.org/W100003248,1981
https://openalex.org/W1000032518,2012
https://openalex.org/W1000032556,2002
https://openalex.org/W1000032616,2015
https://openalex.org/W1000032728,2005
https://openalex.org/W1000032786,2003
https://openalex.org/W1000032794,2010
https://openalex.org/W1000032829,2012
https://openalex.org/W100003286,1966
https://openalex.org/W1000032863,2012
https://openalex.org/W1000032909,2009
https://openalex.org/W100003292,2009
https://openalex.org/W1000032991,1988
https://openalex.org/W1000033066,2015
https://openalex.org/W1000033100,2008
https://openalex.org/W1000033101,2003
https://openalex.org/W1000033134,2013
https://openalex.org/W1000033146,2011
https://openalex.org/W100003318,1992
https://openalex.org/W1000033221,2006
https://openalex.org/W1000033310,2009
https://openalex.org/W1000033381,2013
https://openalex.org/W1000033405,2004
https://openalex.org/W1000033425,2002
https://openalex.org/W1000033494,2011
https://openalex.org/W1000033521,2008
https://openalex.org/W1000033690,2000
https://openalex.org/W100003371,2011
https://openalex.org/W1000033732,2013
https://openalex.org/W1000033782,1981
https://openalex.org/W1000033875,2000
https://openalex.org/W1000033880,2010
https://openalex.org/W1000033909,1974
https://openalex.org/W100003392,2000
https://openalex.org/W1000033931,1993
https://openalex.org/W1000034013,1930
https://openalex.org/W1000034093,1989
https://openalex.org/W100003410,1991
https://openalex.org/W1000034142,1997
https://openalex.org/W1000034364,1990
https://openalex.org/W1000034396,2011
https://openalex.org/W100003442,2006
https://openalex.org/W1000034483,2007
https://openalex.org/W100003449,2010
https://openalex.org/W1000034493,1996
https://openalex.org/W1000034531,2003
https://openalex.org/W1000034574,2009
https://openalex.org/W1000034671,2008
https://openalex.org/W100003469,2001
https://openalex.org/W1000034700,2006
https://openalex.org/W1000034726,2003
https://openalex.org/W1000034745,2006
https://openalex.org/W100003476,2004
https://openalex.org/W1000034781,2002
https://openalex.org/W1000034799,2003
https://openalex.org/W1000034902,2006
https://openalex.org/W1000034934,1986
https://openalex.org/W1000034952,2014
https://openalex.org/W1000035083,1990
https://openalex.org/W10000351,1992
https://openalex.org/W1000035107,2005
https://openalex.org/W1000035116,1989
https://openalex.org/W1000035137,2007
https://openalex.org/W1000035246,2000
https://openalex.org/W1000035346,2007
https://openalex.org/W100003536,1983
https://openalex.org/W1000035390,1997
https://openalex.org/W1000035419,2011
https://openalex.org/W1000035456,2013
https://openalex.org/W1000035464,2010
https://openalex.org/W1000035502,2011
